,Id,SalePrice
0,1461,121219.24433574834
1,1462,145623.11091474947
2,1463,163873.34748231652
3,1464,191905.4302623079
4,1465,200378.63204414977
5,1466,175241.13104079696
6,1467,168421.5883016104
7,1468,163157.85281994633
8,1469,187762.43139318994
9,1470,93288.9754013406
10,1471,193984.67208812264
11,1472,98997.99521594052
12,1473,76018.48080892052
13,1474,138865.9621740572
14,1475,120639.8285187395
15,1476,351639.3092074798
16,1477,245297.37766674135
17,1478,275668.1449118325
18,1479,273504.5082936806
19,1480,398448.0622921343
20,1481,279608.1924503157
21,1482,220035.5139196608
22,1483,191263.6676575998
23,1484,169035.39272443487
24,1485,198609.1278670565
25,1486,219911.50819062107
26,1487,298618.2281706056
27,1488,256383.09536812667
28,1489,207565.19478636349
29,1490,226442.31198379796
30,1491,220005.92574941614
31,1492,100244.95197251855
32,1493,190837.7380782111
33,1494,267701.157405533
34,1495,257789.4464926606
35,1496,215160.60328311918
36,1497,184225.62271258462
37,1498,158909.68197627785
38,1499,162479.91064195975
39,1500,148837.17399611443
40,1501,164521.58391429446
41,1502,155248.67068126146
42,1503,267018.5021248248
43,1504,251284.36512195892
44,1505,226538.23291828504
45,1506,193085.0075926094
46,1507,229865.22102602027
47,1508,192312.54025637012
48,1509,150217.16987507843
49,1510,124014.77306560424
50,1511,129514.0313157918
51,1512,162873.14440602667
52,1513,161382.31437628667
53,1514,124065.32457858001
54,1515,230425.4077201497
55,1516,155442.03419878913
56,1517,149879.36359343058
57,1518,118861.23177796163
58,1519,218427.70528075512
59,1520,120328.50463755048
60,1521,128235.27855348407
61,1522,179604.99230955623
62,1523,94351.36676043662
63,1524,116069.3642553711
64,1525,101284.33534701876
65,1526,84978.24530933666
66,1527,77194.04616513793
67,1528,146790.32517018873
68,1529,125620.75717910298
69,1530,228324.4699077653
70,1531,126252.57905323361
71,1532,105039.84063802045
72,1533,144813.2316229197
73,1534,130015.08856213655
74,1535,155457.2488773085
75,1536,110076.17408710532
76,1537,9669.522543427236
77,1538,183874.9067473862
78,1539,227911.36556639717
79,1540,110554.19002267168
80,1541,143654.82445156403
81,1542,140512.75602715337
82,1543,181971.80764032077
83,1544,66748.33957270789
84,1545,106231.0193003341
85,1546,124530.99482043891
86,1547,138179.6342419517
87,1548,136789.23422355222
88,1549,103941.54745198143
89,1550,105976.71199181757
90,1551,119921.93935961803
91,1552,129638.83665502921
92,1553,178180.68132654513
93,1554,125879.46264928239
94,1555,167689.808034646
95,1556,79481.2271945899
96,1557,124829.09517524886
97,1558,107420.19111263537
98,1559,73691.24107431978
99,1560,119406.68809713377
100,1561,152496.17775528
101,1562,119057.44760452799
102,1563,118529.70471351317
103,1564,135946.15792153156
104,1565,137261.68652151432
105,1566,253222.6194176931
106,1567,57687.903994443215
107,1568,200096.30750725002
108,1569,87838.90766319024
109,1570,136355.13775522524
110,1571,101716.69956901844
111,1572,123851.84633452009
112,1573,244122.69091507458
113,1574,106262.62672347156
114,1575,243403.97357029558
115,1576,235170.79729148562
116,1577,198702.93980838777
117,1578,134947.35834847248
118,1579,112239.49971583392
119,1580,195836.4877535698
120,1581,155571.64560035832
121,1582,97566.30777997136
122,1583,276268.31835675775
123,1584,237855.70641721578
124,1585,139056.48402215686
125,1586,57056.826295553095
126,1587,95982.31188528528
127,1588,133309.66641188163
128,1589,89837.48494465361
129,1590,128094.11027453773
130,1591,78416.58203272862
131,1592,121217.76205828536
132,1593,124369.23608041686
133,1594,136606.0017514668
134,1595,115403.69896006054
135,1596,216942.8326242092
136,1597,140602.26807441152
137,1598,188058.0649138935
