,Id,SalePrice
0,1461,121108.3108767808
1,1462,145204.995770005
2,1463,163847.00962725433
3,1464,191905.0905831518
4,1465,200232.80957148934
5,1466,175204.46468604193
6,1467,168350.96199889525
7,1468,163123.04437426198
8,1469,187793.93306928454
9,1470,93168.93213439613
10,1471,193857.03705550014
11,1472,98867.2921017728
12,1473,75847.37254286296
13,1474,138703.80380184914
14,1475,120523.98729558272
15,1476,351373.3306036566
16,1477,245205.5278344503
17,1478,275568.8572709633
18,1479,273428.72858981235
19,1480,397967.67968714144
20,1481,279509.2806137979
21,1482,219906.60341889437
22,1483,191143.27228956873
23,1484,168886.67191556163
24,1485,198471.99289299242
25,1486,219863.68745831677
26,1487,298543.19579367415
27,1488,256323.49580037832
28,1489,207491.87981060887
29,1490,226285.78908833663
30,1491,219842.1368638513
31,1492,99955.32729858978
32,1493,190732.8250845146
33,1494,267633.15438195615
34,1495,257733.3348114009
35,1496,215000.4494078682
36,1497,184166.63486239885
37,1498,158773.0845541098
38,1499,162329.35330108253
39,1500,148667.8899012924
40,1501,164345.70421486147
41,1502,155121.5148391836
42,1503,266995.1793260535
43,1504,251234.82771803538
44,1505,226455.67778249324
45,1506,193013.08636827403
46,1507,229856.59584994346
47,1508,192186.1036068636
48,1509,150101.63071025728
49,1510,123892.72660131118
50,1511,129414.98826955064
51,1512,162800.35246206823
52,1513,161230.65715465488
53,1514,124143.58307729117
54,1515,230302.21589271823
55,1516,155317.64572958028
56,1517,149569.2765545417
57,1518,118913.90716556195
58,1519,218315.71268437608
59,1520,120233.12468298821
60,1521,128165.55177126819
61,1522,179577.5714209372
62,1523,94192.31717550498
63,1524,115977.77231394764
64,1525,101171.89202971256
65,1526,84628.96706865283
66,1527,77129.1006773556
67,1528,146765.98547855133
68,1529,125552.99746504537
69,1530,228028.51766519668
70,1531,126056.9306037213
71,1532,104997.40366356293
72,1533,144487.1437791847
73,1534,129946.29940644628
74,1535,155427.9763907033
75,1536,109964.34382562723
76,1537,9346.201671279458
77,1538,183645.34081902416
78,1539,227920.11435331113
79,1540,110553.88629551316
80,1541,143601.9562413306
81,1542,140395.9359241874
82,1543,181795.75184857473
83,1544,66517.90470069472
84,1545,106131.88460385418
85,1546,124460.51295128022
86,1547,138031.63295257982
87,1548,136700.5737996605
88,1549,103877.28578877848
89,1550,105825.26060270236
90,1551,119874.28974131614
91,1552,129554.36629581216
92,1553,178068.89279123867
93,1554,125861.44704314636
94,1555,167625.1966975515
95,1556,79253.63455827867
96,1557,124169.78380722049
97,1558,106944.64727237338
98,1559,73539.8609537116
99,1560,119449.64869330742
100,1561,152214.24569401995
101,1562,119015.87500566902
102,1563,118468.4472314207
103,1564,135819.53706495138
104,1565,137161.35116466158
105,1566,252994.9166199339
106,1567,57373.081498138985
107,1568,199850.28560699092
108,1569,87561.78072243338
109,1570,136339.9354648492
110,1571,101618.06085800845
111,1572,123820.35284074812
112,1573,244106.24860829883
113,1574,106246.92156899389
114,1575,243095.96279099525
115,1576,235023.55940884276
116,1577,198633.34032681957
117,1578,134876.52417929185
118,1579,112087.69234586658
119,1580,195845.74149991357
120,1581,155485.7212370609
121,1582,97480.70995655406
122,1583,276215.64651709737
123,1584,237767.8572126758
124,1585,138906.60397014552
125,1586,56594.69523507974
126,1587,95897.54101311581
127,1588,133243.8071681932
128,1589,89530.1363362383
129,1590,127962.69351171609
130,1591,78339.17612303243
131,1592,121074.92426307159
132,1593,124240.25737911288
133,1594,136691.3363820787
134,1595,115317.02392707334
135,1596,216891.57417032393
136,1597,140776.55398160475
137,1598,188036.29817568045
138,1599,187210.11832443532
139,1600,185802.25620017236
140,1601,20004.704485250943
141,1602,111220.35743930144
142,1603,72464.58235818213
143,1604,246929.29314775113
144,1605,242768.23669367196
145,1606,165231.29744279975
146,1607,170684.28592319734
147,1608,221461.09545538895
148,1609,212993.1198451232
149,1610,155374.98409503806
150,1611,138422.5075755439
151,1612,162222.19033652314
152,1613,169304.8566746532
153,1614,123534.01037460833
154,1615,81918.74958786332
155,1616,55454.344169399934
156,1617,64629.451666128734
157,1618,107931.55235961557
158,1619,134882.60831404582
159,1620,150174.42123103043
160,1621,124600.60540455487
161,1622,143406.58997197458
162,1623,269453.0804709951
163,1624,203587.53607340404
164,1625,118618.52280507801
165,1626,163155.34726480508
166,1627,184005.10311435483
167,1628,264810.34600619995
168,1629,177474.13791513263
169,1630,317102.3629979192
170,1631,216578.7086506165
171,1632,235498.11281347706
172,1633,198889.46757206848
173,1634,187574.90255369968
174,1635,163359.80048796668
175,1636,153183.02106532123
176,1637,175249.20511811093
177,1638,196517.53768965902
178,1639,196821.40055664614
179,1640,261242.67507703404
180,1641,189051.85897023516
181,1642,229633.3854981183
182,1643,237321.2724226358
183,1644,246863.36833430827
184,1645,212306.22794662125
185,1646,155158.25577848262
186,1647,165129.02796230215
187,1648,131805.204121549
188,1649,129773.36765646073
189,1650,80510.95771700237
190,1651,98766.72633373862
191,1652,91371.18720776902
192,1653,96393.13485933258
193,1654,136208.55723002108
194,1655,131172.71077617307
195,1656,129854.06700651665
196,1657,137695.58372290857
197,1658,149166.94046930296
198,1659,122828.01069188112
199,1660,138827.7154537681
200,1661,373687.0928908254
201,1662,313418.37814656785
202,1663,336356.22019982693
203,1664,408914.99829454004
204,1665,315595.9094431442
205,1666,276779.1707018359
206,1667,287775.81426459696
207,1668,323952.12358352606
208,1669,271760.91149513324
209,1670,327649.70597266126
210,1671,256988.57896656258
211,1672,338027.9561276015
212,1673,281447.7274241413
213,1674,250780.08883440535
214,1675,190390.22285018332
215,1676,194325.42649852406
216,1677,209090.97770950707
217,1678,390392.1979306839
218,1679,304394.8719778412
219,1680,316783.0987254261
220,1681,281047.10098677804
221,1682,268018.15626382537
222,1683,200792.32769416797
223,1684,201680.17681610532
224,1685,188801.3601518243
225,1686,175198.92097831046
226,1687,193591.7692180996
227,1688,214221.89675019548
228,1689,219069.98585549474
229,1690,206511.29982505043
230,1691,196725.80026529176
231,1692,241318.56517551478
232,1693,185936.07961437595
233,1694,169859.55581307673
234,1695,174580.19932857068
235,1696,249773.37358215777
236,1697,183074.02436716837
237,1698,305106.04074366565
238,1699,289402.75967178354
239,1700,242843.14953849232
240,1701,269658.08620411914
241,1702,256352.58201172628
242,1703,254711.63154592772
243,1704,256558.6975254959
244,1705,254540.00270619988
245,1706,365405.69929368224
246,1707,218507.21996237148
247,1708,226621.50855793
248,1709,270706.2841971995
249,1710,241308.07201348024
250,1711,255884.67030963424
251,1712,274213.8261289526
252,1713,246797.51037547883
253,1714,228119.9820880505
254,1715,210488.18916433002
255,1716,202956.82751280064
256,1717,197991.19855400771
257,1718,155115.31737500464
258,1719,232534.34375138988
259,1720,247260.97087692644
260,1721,195823.4677195465
261,1722,140169.19400787237
262,1723,140256.27593416625
263,1724,225471.1789294759
264,1725,236242.59659163217
265,1726,201737.39408611957
266,1727,164308.101532129
267,1728,195557.10049434914
268,1729,159145.46971387282
269,1730,173194.93462281782
270,1731,113493.74991976802
271,1732,105978.32135312367
272,1733,112599.28159492719
273,1734,116091.58931548099
274,1735,138758.21579953126
275,1736,110005.98965740713
276,1737,310903.2854183102
277,1738,245171.76014919986
278,1739,280600.59635663545
279,1740,213017.66882217536
280,1741,184790.53150389658
281,1742,161062.83541650526
282,1743,176573.57287957345
283,1744,320973.71018552984
284,1745,242929.83027584548
285,1746,248838.91086816188
286,1747,226601.9430397281
287,1748,223379.35685709678
288,1749,137365.10895575766
289,1750,125463.73579490662
290,1751,259717.12723198952
291,1752,108383.45806073118
292,1753,158860.48764791715
293,1754,200522.88683798877
294,1755,152519.77948370768
295,1756,111084.73793985264
296,1757,109304.26802925806
297,1758,120860.84417698617
298,1759,169286.379649401
299,1760,149347.91308071313
300,1761,131257.5289929952
301,1762,164157.8242745769
302,1763,169109.76869889948
303,1764,105626.01726649588
304,1765,194864.93910687824
305,1766,191794.67976005765
306,1767,218667.0190143293
307,1768,147566.74941410852
308,1769,175963.07786327487
309,1770,165532.9250380403
310,1771,104288.64942686039
311,1772,137042.37734644907
312,1773,106122.56116932104
313,1774,137684.79975689185
314,1775,142259.97040137174
315,1776,134286.43337509423
316,1777,85577.60782191416
317,1778,148060.72698787114
318,1779,139429.8408948063
319,1780,170001.54501787786
320,1781,121411.01953750374
321,1782,60990.899625553546
322,1783,120649.04637192975
323,1784,106380.58718298175
324,1785,112404.79270999579
325,1786,110424.81784303961
326,1787,174925.93385341344
327,1788,60731.66516207463
328,1789,88982.20555686444
329,1790,38696.06095514113
330,1791,176125.60822668974
331,1792,173706.5903381371
332,1793,167661.02450146334
333,1794,163498.5429786254
334,1795,137942.67167713208
335,1796,154557.54462691944
336,1797,120929.21038747887
337,1798,117932.380473611
338,1799,89704.0387419257
339,1800,108174.84528635297
340,1801,104303.53490084189
341,1802,124679.28130845848
342,1803,154542.08753420893
343,1804,108565.79758412458
344,1805,139348.8508861437
345,1806,143073.96564442088
346,1807,137924.64529981418
347,1808,108095.32688231018
348,1809,139244.62085227095
349,1810,140315.36297317222
350,1811,125691.03889544526
351,1812,107512.71345866742
352,1813,117981.40832252259
353,1814,68552.3667300275
354,1815,26604.260875145075
355,1816,115797.68310801958
356,1817,97306.56588483142
357,1818,162721.25662860362
358,1819,115024.78117491875
359,1820,50950.86562165052
360,1821,146410.7015521713
361,1822,134544.7540363068
362,1823,19119.32139418494
363,1824,143964.0394169301
364,1825,135316.37281226972
365,1826,85125.75646514363
366,1827,82525.99461088688
367,1828,134077.8692682156
368,1829,91539.55486604525
369,1830,151697.74677605176
370,1831,182401.85532920525
371,1832,92769.31394924421
372,1833,148564.73826847808
373,1834,136209.39893445367
374,1835,114462.14033310767
375,1836,130964.14002523269
376,1837,73056.56717763968
377,1838,111517.87645785644
378,1839,92384.43298674439
379,1840,108149.6127773377
380,1841,103505.65149634844
381,1842,68086.5434035517
382,1843,118389.40364465857
383,1844,132300.00944303855
384,1845,146674.22537597746
385,1846,152348.93924484757
386,1847,183372.5660974695
387,1848,25014.746261222055
388,1849,130407.07653609448
389,1850,114600.1233172814
390,1851,148651.7775356939
391,1852,116090.82391819535
392,1853,114927.01672840578
393,1854,194227.9983971186
394,1855,178105.01224604232
395,1856,241228.77268237143
396,1857,163237.92644871358
397,1858,135515.5890661739
398,1859,113817.84747341467
399,1860,123564.99689482135
400,1861,112346.3592342065
401,1862,234253.35108335782
402,1863,233505.33916088368
403,1864,233522.2013542811
404,1865,330225.82665513933
405,1866,310480.1710558733
406,1867,232203.71196659002
407,1868,273225.8617512048
408,1869,212808.83815270837
409,1870,222111.4127498445
410,1871,237193.10884911026
411,1872,184085.75695680626
412,1873,219166.3818936345
413,1874,140437.01622484415
414,1875,178494.3819500644
415,1876,183104.9765870606
416,1877,211374.41733629446
417,1878,218095.54501501063
418,1879,107216.68985533956
419,1880,121302.42283614035
420,1881,226617.40758194623
421,1882,257337.86351652985
422,1883,199440.5306422458
423,1884,218268.40087989738
424,1885,238656.11045989546
425,1886,263772.70396411716
426,1887,216001.48101568475
427,1888,253688.13111717056
428,1889,176397.90561533926
429,1890,103033.74868570355
430,1891,126958.57411585696
431,1892,75982.64983924392
432,1893,110945.31958449929
433,1894,116021.80467132974
434,1895,163700.54005077633
435,1896,123559.38279584592
436,1897,102197.68351753373
437,1898,123321.36864149905
438,1899,153423.0768235551
439,1900,150452.69230911214
440,1901,149554.1419328905
441,1902,143791.63169422784
