,Id,SalePrice
0,1461,121217.99873934552
1,1462,145622.04110726283
2,1463,163872.5466903277
3,1464,191904.47070039497
4,1465,200377.74758805006
5,1466,175240.2082958502
6,1467,168420.88182339296
7,1468,163156.7615621576
8,1469,187761.95639450193
9,1470,93288.14495297387
10,1471,193983.42916767995
11,1472,98997.04680395601
12,1473,76017.18318558537
13,1474,138865.04774493215
14,1475,120638.48850725501
15,1476,351637.20533601486
16,1477,245296.21776393315
17,1478,275667.0599443078
18,1479,273502.8393746242
19,1480,398445.5745492993
20,1481,279607.4927269175
21,1482,220033.8949776146
22,1483,191262.65802050626
23,1484,169034.01624177722
24,1485,198607.88351133483
25,1486,219910.43543414606
26,1487,298617.3431393147
27,1488,256382.01976186057
28,1489,207564.24453261765
29,1490,226440.98066306152
30,1491,220004.4437603037
31,1492,100242.21992204964
32,1493,190837.2650592933
33,1494,267699.76750644215
34,1495,257788.77800971267
35,1496,215158.9403602267
36,1497,184225.23417326537
37,1498,158908.88553589597
38,1499,162478.95619016042
39,1500,148836.1406634714
40,1501,164520.62604718996
41,1502,155247.89493700824
42,1503,267017.1016879097
43,1504,251283.25125710954
44,1505,226537.1527832624
45,1506,193083.84658014096
46,1507,229863.9862704934
47,1508,192311.09041343885
48,1509,150216.47701532755
49,1510,124013.89753006856
50,1511,129512.64572830393
51,1512,162872.4872958888
52,1513,161380.82047492548
53,1514,124065.19216726322
54,1515,230423.76257128475
55,1516,155440.81107902923
56,1517,149877.28863898222
57,1518,118861.5082537721
58,1519,218426.58361262237
59,1520,120327.12604572356
60,1521,128233.96916768837
61,1522,179604.4479657881
62,1523,94349.65999759358
63,1524,116068.41856555501
64,1525,101283.63982950526
65,1526,84975.95944656135
66,1527,77194.1839382999
67,1528,146788.79019099678
68,1529,125620.14524619182
69,1530,228321.55994284942
70,1531,126249.95458779662
71,1532,105038.63479087994
72,1533,144811.09963272096
73,1534,130013.9785285267
74,1535,155455.40648285815
75,1536,110074.54351272751
76,1537,9667.45214503727
77,1538,183873.29227766517
78,1539,227911.32474127007
79,1540,110554.86384945628
80,1541,143653.95334891995
81,1542,140511.11396659046
82,1543,181969.23372111155
83,1544,66745.63307268008
84,1545,106229.76820670665
85,1546,124530.02127615173
86,1547,138178.0048248883
